seqnames	organism
NC_032780.1	Hubei_picorna-like_virus_16
NC_032772.1	Hubei_picorna-like_virus_12
NC_033251.1	Hubei_permutotetra-like_virus_9
NC_033233.1	Hubei_permutotetra-like_virus_5
NC_033097.1	Hubei_permutotetra-like_virus_11
NC_033311.1	Hubei_orthoptera_virus_4
NC_033312.1	Hubei_orthoptera_virus_4
NC_033071.1	Hubei_odonate_virus_6
NC_033061.1	Hubei_odonate_virus_2
NC_032752.1	Hubei_picorna-like_virus_47
NC_032769.1	Hubei_picorna-like_virus_42
NC_032790.1	Hubei_picorna-like_virus_39
NC_033195.1	Hubei_picorna-like_virus_35
NC_033225.1	Hubei_picorna-like_virus_30
NC_032979.1	Hubei_picorna-like_virus_26
NC_033160.1	Hubei_picorna-like_virus_79
NC_032884.1	Hubei_tombus-like_virus_8
NC_033263.1	Hubei_tombus-like_virus_43
NC_032741.1	Hubei_tombus-like_virus_39
NC_033055.1	Hubei_diptera_virus_11
NC_033006.1	Hubei_dimarhabdovirus_virus_2
NC_033030.1	Hubei_coleoptera_virus_1
NC_032800.1	Hubei_arthropod_virus_1
NC_032881.1	Changping_earthworm_virus_1
NC_033200.1	Hubei_odonate_virus_1
NC_032910.1	Hubei_narna-like_virus_7
NC_032870.1	Hubei_narna-like_virus_23
NC_033259.1	Hubei_narna-like_virus_19
NC_032867.1	Hubei_narna-like_virus_12
NC_033014.1	Hubei_mosquito_virus_1
NC_032736.1	Hubei_leech_virus_4
NC_032757.1	Hubei_picorna-like_virus_15
NC_032778.1	Hubei_picorna-like_virus_11
NC_033216.1	Hubei_permutotetra-like_virus_8
NC_033140.1	Hubei_permutotetra-like_virus_4
NC_033245.1	Hubei_permutotetra-like_virus_10
NC_032738.1	Hubei_orthoptera_virus_3
NC_033206.1	Hubei_odonate_virus_5
NC_033050.1	Hubei_picorna-like_virus_5
NC_032993.1	Hubei_picorna-like_virus_45
NC_033238.1	Hubei_picorna-like_virus_41
NC_033025.1	Hubei_picorna-like_virus_38
NC_033040.1	Hubei_picorna-like_virus_34
NC_032776.1	Hubei_picorna-like_virus_29
NC_033190.1	Hubei_picorna-like_virus_25
NC_032831.1	Hubei_toti-like_virus_12
NC_032782.1	Hubei_tombus-like_virus_7
NC_033207.1	Hubei_tombus-like_virus_42
NC_032984.1	Hubei_tombus-like_virus_38
NC_033248.1	Hubei_tombus-like_virus_3
NC_033334.1	Sweet_potato_mosaic_virus
NC_032826.1	Hubei_tombus-like_virus_31
NC_033335.1	Pedilanthus_leaf_curl_alphasatellite
NC_032726.1	Beihai_tombus-like_virus_19
NC_032856.1	Hubei_tombus-like_virus_26
NC_032970.1	Hubei_tombus-like_virus_21
NC_032832.1	Hubei_tombus-like_virus_18
NC_033119.1	Hubei_picorna-like_virus_18
NC_032973.1	Hubei_picorna-like_virus_75
NC_033053.1	Hubei_picorna-like_virus_71
NC_033256.1	Hubei_picorna-like_virus_68
NC_032990.1	Hubei_picorna-like_virus_63
NC_033062.1	Hubei_picorna-like_virus_6
NC_033093.1	Hubei_picorna-like_virus_55
NC_033226.1	Hubei_picorna-like_virus_51
NC_032964.1	Hubei_tombus-like_virus_14
NC_032875.1	Hubei_tombus-like_virus_10
NC_032764.1	Hubei_tick_virus_1
NC_032753.1	Hubei_tetragnatha_maxillosa_virus_4
NC_033267.1	Hubei_rhabdo-like_virus_9
NC_033261.1	Hubei_rhabdo-like_virus_2
NC_033152.1	Hubei_picorna-like_virus_81
NC_032804.1	Biomphalaria_virus_1
NC_033270.1	Chicken_stool-associated_gemycircularvirus
NC_033239.1	Wenzhou_sobemo-like_virus_1
NC_032825.1	Wenzhou_shrimp_virus_5
NC_033296.1	Wenzhou_qinvirus-like_virus_2
NC_033297.1	Wenzhou_qinvirus-like_virus_2
NC_033110.1	Wenzhou_picorna-like_virus_6
NC_033101.1	Wenzhou_picorna-like_virus_51
NC_033048.1	Hubei_tombus-like_virus_27
NC_032901.1	Hubei_tombus-like_virus_23
NC_032927.1	Hubei_tombus-like_virus_19
NC_033080.1	Hubei_picorna-like_virus_2
NC_032812.1	Hubei_picorna-like_virus_76
NC_033242.1	Hubei_picorna-like_virus_72
NC_033021.1	Hubei_picorna-like_virus_69
NC_033145.1	Hubei_picorna-like_virus_64
NC_033148.1	Hubei_picorna-like_virus_60
NC_032759.1	Hubei_picorna-like_virus_56
NC_033026.1	Hubei_picorna-like_virus_52
NC_033009.1	Hubei_tombus-like_virus_15
NC_032960.1	Hubei_tombus-like_virus_11
NC_032758.1	Hubei_tick_virus_2
NC_033153.1	Hubei_tetragnatha_maxillosa_virus_5
NC_032795.1	Hubei_tetragnatha_maxillosa_virus_1
NC_032929.1	Hubei_rhabdo-like_virus_3
NC_033134.1	Hubei_picorna-like_virus_9
NC_032840.1	Biomphalaria_virus_3
NC_033272.1	Chicken_stool-associated_circular_virus
NC_033120.1	Wenzhou_sobemo-like_virus_2
NC_032996.1	Wenzhou_shrimp_virus_6
NC_033164.1	Wenzhou_shrimp_virus_10
NC_032842.1	Wenzhou_picorna-like_virus_7
NC_032814.1	Wenzhou_picorna-like_virus_52
NC_032820.1	Wenzhou_picorna-like_virus_48
NC_033198.1	Wenzhou_picorna-like_virus_44
NC_032921.1	Wenzhou_picorna-like_virus_40
NC_032727.1	Hubei_narna-like_virus_25
NC_032789.1	Hubei_tombus-like_virus_25
NC_032988.1	Hubei_tombus-like_virus_20
NC_033069.1	Hubei_picorna-like_virus_21
NC_033212.1	Hubei_picorna-like_virus_78
NC_032986.1	Hubei_picorna-like_virus_74
NC_032777.1	Hubei_picorna-like_virus_70
NC_033005.1	Hubei_picorna-like_virus_67
NC_033045.1	Hubei_picorna-like_virus_62
NC_033019.1	Hubei_picorna-like_virus_59
NC_032743.1	Hubei_picorna-like_virus_54
NC_032998.1	Hubei_picorna-like_virus_50
NC_033017.1	Hubei_tombus-like_virus_13
NC_032992.1	Hubei_tombus-like_virus_1
NC_033313.1	Hubei_tetragnatha_maxillosa_virus_8
NC_033316.1	Hubei_tetragnatha_maxillosa_virus_8
NC_033314.1	Hubei_tetragnatha_maxillosa_virus_8
NC_033315.1	Hubei_tetragnatha_maxillosa_virus_8
NC_033122.1	Hubei_tetragnatha_maxillosa_virus_3
NC_033027.1	Hubei_rhabdo-like_virus_7
NC_032971.1	Hubei_rhabdo-like_virus_1
NC_033141.1	Hubei_picorna-like_virus_80
NC_033277.1	Isaria_javanica_chrysovirus_1
NC_033317.1	Isaria_javanica_chrysovirus_1
NC_033318.1	Isaria_javanica_chrysovirus_1
NC_033278.1	Isaria_javanica_chrysovirus_1
NC_033426.1	Wenzhou_tombus-like_virus_16
NC_033438.1	Wenzhou_tombus-like_virus_15
NC_033450.1	Wenzhou_tapeworm_virus_1
NC_033451.1	Wenzhou_tapeworm_virus_1
NC_033446.1	Wuhan_arthropod_virus_4
NC_033453.1	Wuhan_arthropod_virus_4
NC_033447.1	Wuhan_Millipede_virus_4
NC_033448.1	Wuhan_Millipede_virus_4
NC_033449.1	Wuhan_Millipede_virus_4
NC_033454.1	Wuhan_Millipede_virus_4
NC_033419.1	Wuchan_romanomermis_nematode_virus_1
NC_033444.1	Wenzhou_tombus-like_virus_9
NC_033439.1	Wenzhou_tombus-like_virus_5
NC_033431.1	Wenzhou_tombus-like_virus_18
NC_033417.1	Wenzhou_tombus-like_virus_11
NC_033418.1	Wuhan_coneheads_virus_1
NC_033421.1	Wuhan_arthropod_virus_1
NC_033436.1	Wuchang_romanomermis_nematode_virus_2
NC_033422.1	Wenzhou_weivirus-like_virus_1
NC_033427.1	Wenzhou_tombus-like_virus_6
NC_033430.1	Wenzhou_tombus-like_virus_2
NC_033443.1	Wenzhou_tombus-like_virus_14
NC_033435.1	Wenzhou_tombus-like_virus_1
NC_033425.1	Wuhan_arthropod_virus_3
NC_033442.1	Wuchang_cockroach_Virus_4
NC_033424.1	Wenzhou_yanvirus-like_virus_2
NC_033434.1	Wenzhou_tombus-like_virus_8
NC_033420.1	Wenzhou_tombus-like_virus_4
NC_033432.1	Wenzhou_tombus-like_virus_17
NC_033429.1	Wenzhou_tombus-like_virus_12
NC_033440.1	Wenzhou_tombus-like_virus_10
NC_033437.1	Wuhan_arthropod_virus_2
NC_033452.1	Wuchan_romanomermis_nematode_virus_3
NC_033445.1	Wuchan_romanomermis_nematode_virus_3
NC_033428.1	Wenzhou_yanvirus-like_virus_1
NC_033441.1	Wenzhou_tombus-like_virus_7
NC_033433.1	Wenzhou_tombus-like_virus_3
NC_033416.1	Wuhan_coneheads_virus_2
NC_033415.1	Trichoderma_atroviride_mycovirus
NC_033492.1	Petunia_chlorotic_mottle_virus
NC_033493.1	Petunia_chlorotic_mottle_virus
NC_033465.1	Wuhan_insect_virus_26
NC_033471.1	Wuhan_insect_virus_18
NC_033460.1	Wuhan_insect_virus_11
NC_033489.1	Wuhan_house_centipede_virus_5
NC_033479.1	Wuhan_house_centipede_virus_5
NC_033469.1	Wuhan_house_centipede_virus_1
NC_033485.1	Wuhan_fly_virus_5
NC_033486.1	Wuhan_fly_virus_5
NC_033476.1	Botryosphaeria_dothidea_virus_1
NC_033477.1	Botryosphaeria_dothidea_virus_1
NC_033494.1	Botryosphaeria_dothidea_virus_1
NC_033495.1	Botryosphaeria_dothidea_virus_1
NC_033496.1	Botryosphaeria_dothidea_virus_1
NC_033468.1	Wuhan_insect_virus_27
NC_033457.1	Wuhan_insect_virus_19
NC_033473.1	Wuhan_insect_virus_14
NC_033482.1	Wuhan_house_centipede_virus_6
NC_033483.1	Wuhan_house_centipede_virus_6
NC_033459.1	Wuhan_house_centipede_virus_2
NC_033461.1	Wuhan_heteroptera_virus_1
NC_033455.1	Wuhan_insect_virus_13
NC_033456.1	Biomphalaria_virus_2
NC_033467.1	Wuhan_insect_virus_31
NC_033491.1	Wuhan_insect_virus_21
NC_033481.1	Wuhan_insect_virus_21
NC_033472.1	Wuhan_insect_virus_17
NC_033475.1	Wuhan_insect_virus_10
NC_033480.1	Wuhan_house_centipede_virus_4
NC_033488.1	Wuhan_house_centipede_virus_4
NC_033474.1	Wuhan_horsefly_Virus_3
NC_033462.1	Wuhan_fly_virus_4
NC_033464.1	Spheniscid_alphaherpesvirus_1
NC_033466.1	Wuhan_insect_virus_28
NC_033463.1	Wuhan_insect_virus_20
NC_033490.1	Wuhan_insect_virus_15
NC_033484.1	Wuhan_insect_virus_15
NC_033470.1	Wuhan_house_centipede_virus_9
NC_033458.1	Wuhan_house_centipede_virus_3
NC_033487.1	Wuhan_heteroptera_virus_2
NC_033478.1	Wuhan_heteroptera_virus_2
NC_033423.1	Lymphocystis_disease_virus_Sa
NC_033554.1	Pea_leaf_distortion_virus
NC_033555.1	Ageratum_yellow_vein_alphasatellite
NC_033553.1	Kibale_red_colobus_virus_1
NC_032108.1	Cedratvirus_A11
NC_033618.1	Pea_leaf_distortion_betasatellite
NC_033620.1	Murine_roseolovirus
NC_033694.1	Palm_Creek_virus
NC_033732.1	Wuhan_spirurian_nematodes_virus_1
NC_033712.1	Wuhan_spider_virus_6
NC_033708.1	Wuhan_poty-like_virus_1
NC_033733.1	Wuhan_millipede_virus_3
NC_033713.1	Wuhan_insect_virus_34
NC_033761.1	Hubei_myriapoda_virus_5
NC_033759.1	Hubei_myriapoda_virus_5
NC_033760.1	Hubei_myriapoda_virus_5
NC_033774.1	Pepper_chlorotic_spot_virus
NC_033773.1	Pepper_chlorotic_spot_virus
NC_033772.1	Pepper_chlorotic_spot_virus
NC_033723.1	Gadgets_Gully_virus
NC_033715.1	Nounane_virus
NC_033741.1	Amphibola_crenata_associated_bacilladnavirus_2
NC_033743.1	Thrips-associated_genomovirus_2
NC_033696.1	Jingmen_tombus-like_virus_2
NC_033716.1	Zhejiang_mosquito_virus_1
NC_033705.1	Xinzhou_nematode_virus_4
NC_033703.1	Xinzhou_dimarhabdovirus_virus_1
NC_033706.1	Solanum_nodiflorum_mottle_virus
NC_033709.1	Wuhan_spider_virus_9
NC_033714.1	Wuhan_spider_virus_5
NC_033751.1	Wuhan_pillworm_virus_3
NC_033748.1	Wuhan_pillworm_virus_3
NC_033710.1	Wuhan_insect_virus_9
NC_033722.1	Wuhan_insect_virus_33
NC_033756.1	Beihai_shrimp_virus_3
NC_033757.1	Beihai_shrimp_virus_3
NC_033758.1	Beihai_shrimp_virus_3
NC_033745.1	Eidolon_helvum_papillomavirus_3
NC_033698.1	Uganda_S_virus
NC_033726.1	Saumarez_Reef_virus
NC_033746.1	Amphibola_crenata_associated_bacilladnavirus_1
NC_033736.1	Thrips-associated_genomovirus_1
NC_033770.1	Spinach_cryptic_virus_1
NC_033771.1	Spinach_cryptic_virus_1
NC_033700.1	Xinzhou_toro-like_virus
NC_033619.1	Helicoverpa_armigera_iflavirus
NC_033740.1	Eidolon_helvum_papillomavirus_2
NC_033727.1	Xingshan_nematode_virus_2
NC_033702.1	Wuhan_spider_virus_7
NC_033718.1	Wuhan_spider_virus_3
NC_033735.1	Wuhan_nido-like_virus_1
NC_033749.1	Wuhan_insect_virus_35
NC_033750.1	Wuhan_insect_virus_35
NC_033762.1	Hubei_myriapoda_virus_9
NC_033763.1	Hubei_myriapoda_virus_9
NC_033729.1	Phomopsis_longicolla_RNA_virus_1
NC_033699.1	Jugra_virus
NC_033697.1	Saboya_virus
NC_033744.1	Avon-Heathcote_estuary_associated_bacilladnavirus
NC_033742.1	Thrips-associated_genomovirus_3
NC_033738.1	Cacao_mild_mosaic_virus
NC_033720.1	Ubei_picorna-like_virus_3
NC_033704.1	Xinzhou_nematode_virus_5
NC_033728.1	Xinzhou_nematode_virus_1
NC_033753.1	Xinzhou_nematode_virus_3
NC_033754.1	Xinzhou_nematode_virus_3
NC_033719.1	Xingshan_nematode_virus_6
NC_033701.1	Xingshan_nematode_virus_4
NC_033711.1	Wuhan_spider_virus_8
NC_033717.1	Wuhan_spider_virus_4
NC_033731.1	Wuhan_pillworm_virus_2
NC_033707.1	Wuhan_insect_virus_8
NC_033764.1	Wuhan_cricket_virus_2
NC_033765.1	Wuhan_cricket_virus_2
NC_033766.1	Wuhan_cricket_virus_2
NC_033767.1	Wuhan_cricket_virus_2
NC_033768.1	Wuhan_cricket_virus_2
NC_033769.1	Wuhan_cricket_virus_2
NC_033725.1	Bamaga_virus
NC_033724.1	Kadam_virus
NC_033693.1	Bouboui_virus
NC_033721.1	Meaban_virus
NC_033747.1	Thrips-associated_genomovirus_4
NC_033739.1	Cacao_yellow_vein_banding_virus
NC_033695.1	Enterovirus_AN12
NC_033734.1	Xinzhou_nematode_virus_7
NC_033730.1	Xinzhou_nematode_virus_2
NC_033752.1	Xingshan_nematode_virus_5
NC_033755.1	Xingshan_nematode_virus_5
NC_033776.1	Bat_sapovirus
NC_033779.1	Tomato_leaf_curl_Burkina_Faso_virus
NC_033780.2	Mythimna_unipuncta_granulovirus_B
NC_033775.1	Noumeavirus
NC_033777.1	Clematis_chlorotic_mottle_virus
NC_033778.1	Leptopilina_boulardi_filamentous_virus
NC_033782.1	Orbivirus_SX-2017a
NC_033783.1	Orbivirus_SX-2017a
NC_033784.1	Orbivirus_SX-2017a
NC_033785.1	Orbivirus_SX-2017a
NC_033786.1	Orbivirus_SX-2017a
NC_033787.1	Orbivirus_SX-2017a
NC_033788.1	Orbivirus_SX-2017a
NC_033789.1	Orbivirus_SX-2017a
NC_033790.1	Orbivirus_SX-2017a
NC_033791.1	Orbivirus_SX-2017a
NC_033781.1	Human_papillomavirus_type_156
NC_033793.1	Goose_megrivirus
NC_033823.1	Bat_iflavirus
NC_033828.1	Peach_virus_D
NC_033844.1	Ambe_virus
NC_033835.1	Ambe_virus
NC_033845.1	Ambe_virus
NC_033822.1	Beihai_picorna-like_virus_59
NC_033792.1	Qinghai_Himalayan_marmot_astrovirus_1
NC_033820.1	Bat_sapelovirus
NC_033830.1	Munguba_virus
NC_033847.1	Munguba_virus
NC_033831.1	Munguba_virus
NC_033819.1	Crohivirus_B
NC_033841.1	Urucuri_virus
NC_033842.1	Urucuri_virus
NC_033843.1	Urucuri_virus
NC_033816.1	Wuhan_insect_virus_12
NC_033829.1	Kallithea_virus
NC_033821.1	Qinghai_Himalayan_marmot_astrovirus_2
NC_033826.1	Bat_badicivirus_2
NC_033824.1	Bat_dicibavirus
NC_033818.1	Kunsagivirus_B
NC_033848.1	Tapara_virus
NC_033838.1	Tapara_virus
NC_033839.1	Tapara_virus
NC_033815.1	Jingmen_tombus-like_virus_1
NC_033849.1	Uriurana_virus
NC_033840.1	Uriurana_virus
NC_033850.1	Uriurana_virus
NC_033817.1	Cassava_satellite_virus
NC_033851.1	Wuhan_insect_virus_22
NC_033852.1	Wuhan_insect_virus_22
NC_033827.1	Beihai_picorna-like_virus_57
NC_033834.1	Melon_severe_mosaic_tospovirus
NC_033833.1	Melon_severe_mosaic_tospovirus
NC_033832.1	Melon_severe_mosaic_tospovirus
NC_033825.1	Bat_badicivirus_1
NC_034018.1	Yaounde_virus
NC_034007.1	Phnom_Penh_bat_virus
NC_034017.1	Xishuangbanna_aedes_flavivirus
NC_034159.1	Pepper_cryptic_virus_2
NC_034167.1	Pepper_cryptic_virus_2
NC_034152.1	Big_Cypress_virus
NC_034156.1	Cordoba_virus
NC_034154.1	San_Bernardo_virus
NC_034155.1	Piura_virus
NC_034157.1	Fort_Crockett_virus
NC_034158.1	Loreto_virus
NC_034153.1	Biratnagar_virus
NC_034207.1	African_eggplant_yellowing_virus
NC_034205.1	Grapevine_rupestris_vein_feathering_virus
NC_034209.1	Phomopsis_longicolla_circular_virus_1
NC_034206.1	Bakunsa_virus
NC_034204.1	Menghai_flavivirus
NC_034214.1	Peach_rosette_mosaic_virus
NC_034215.1	Peach_rosette_mosaic_virus
NC_034208.1	Sunflower_ring_blotch_virus
NC_034218.1	Rhinolophus_hildebrandtii_polyomavirus_1
NC_034219.1	Rousettus_aegyptiacus_polyomavirus_1
NC_034222.1	Mogiana_tick_virus
NC_034225.1	Mogiana_tick_virus
NC_034223.1	Mogiana_tick_virus
NC_034224.1	Mogiana_tick_virus
NC_034221.1	Miniopterus_schreibersii_polyomavirus_2
NC_034217.1	Pityohyphantes_rubrofasciatus_iflavirus
NC_034220.1	Miniopterus_schreibersii_polyomavirus_1
NC_027348.2	Delftia_phage_RG-2014
NC_034244.1	Diabrotica_virgifera_virgifera_virus_3
NC_034250.1	Tomato_leaf_curl_Pakistan_betasatellite
NC_034251.1	Vicugna_pacos_polyomavirus_1
NC_034253.1	LI_polyomavirus
NC_034260.1	Beauveria_bassiana_polymycovirus_1
NC_034257.1	Beauveria_bassiana_polymycovirus_1
NC_034258.1	Beauveria_bassiana_polymycovirus_1
NC_034259.1	Beauveria_bassiana_polymycovirus_1
NC_034252.1	Wisteria_badnavirus_1
NC_034246.1	Cowpea_polerovirus_1
NC_034247.1	Cowpea_polerovirus_2
NC_034245.1	Bovine_rhinovirus_1
NC_034248.1	Rhizobium_phage_RHEph10
NC_025349.3	Avian_paramyxovirus_penguin/Falkland_Islands/324/2007
NC_034265.1	Tobacco_virus_2
NC_034267.1	Enterovirus_goat/JL14
NC_034376.1	Pepper_virus_A
NC_034377.1	Watermelon_virus_A
NC_034381.1	Miniopterus_schreibersii_picornavirus_1
NC_034378.1	Raccoon-associated_polyomavirus_2
NC_034383.1	Pacmanvirus_A23
NC_034382.1	Cynomolgus_adenovirus_1
NC_034240.1	Tomato_yellow_mottle-associated_virus
NC_034242.1	Ochlerotatus_caspius_flavivirus
NC_034266.1	Columbid_alphaherpesvirus_1
NC_034268.1	Botryosphaeria_dothidea_chrysovirus_1
NC_034271.1	Botryosphaeria_dothidea_chrysovirus_1
NC_034269.1	Botryosphaeria_dothidea_chrysovirus_1
NC_034270.1	Botryosphaeria_dothidea_chrysovirus_1
NC_034243.1	Ixeridium_yellow_mottle_virus_2
NC_034249.1	Kaumoebavirus
NC_034261.1	Dhori_thogotovirus
NC_034254.1	Dhori_thogotovirus
NC_034255.1	Dhori_thogotovirus
NC_034262.1	Dhori_thogotovirus
NC_034256.1	Dhori_thogotovirus
NC_034263.1	Dhori_thogotovirus
NC_034264.1	Arracacha_virus_V
NC_034273.1	Endive_necrotic_mosaic_virus
NC_034216.1	Lagenaria_siceraria_endornavirus-Hubei
NC_034241.1	Diabrotica_virgifera_virgifera_virus_2
NC_034375.1	Cassava_virus_X
NC_034392.1	Keterrah_virus
NC_034388.1	Keterrah_virus
NC_034389.1	Keterrah_virus
NC_034385.1	Cosavirus_FALSE
NC_034401.1	Quezon_virus
NC_034393.1	Quezon_virus
NC_034400.1	Quezon_virus
NC_034402.1	Bruges_virus
NC_034395.1	Bruges_virus
NC_034394.1	Bruges_virus
NC_034387.1	Nairobi_sheep_disease_virus
NC_034391.1	Nairobi_sheep_disease_virus
NC_034386.1	Nairobi_sheep_disease_virus
NC_034403.1	Montano_orthohantavirus
NC_034397.1	Montano_orthohantavirus
NC_034396.1	Montano_orthohantavirus
NC_034151.1	T'Ho_virus
NC_034384.1	Diamondback_moth_iflavirus
NC_034407.1	Bowe_virus
NC_034406.1	Bowe_virus
NC_034405.1	Bowe_virus
NC_034455.1	Kibale_red_colobus_virus_2
NC_034497.1	Madrid_virus
NC_034505.1	Madrid_virus
NC_034498.1	Madrid_virus
NC_034482.1	Capim_virus
NC_034493.1	Capim_virus
NC_034483.1	Capim_virus
NC_034453.1	Ferret_parechovirus
NC_034441.1	Salmovirus_WFRC1
NC_034443.1	Le_Dantec_virus
NC_034448.1	Mosqueiro_virus
NC_034452.1	Picobirnavirus_green_monkey/KNA/2015
NC_034475.1	Oriboca_virus
NC_034488.1	Oriboca_virus
NC_034476.1	Oriboca_virus
NC_034489.1	Caraparu_virus
NC_034477.1	Caraparu_virus
NC_034478.1	Caraparu_virus
NC_034442.1	Pegivirus_K
NC_034456.1	Canis_familiaris_polyomavirus_1
NC_034465.1	Nova_virus
NC_034470.1	Nova_virus
NC_034464.1	Nova_virus
NC_034451.1	Kern_Canyon_virus
NC_034450.1	Kamese_virus
NC_034445.1	Skunk_amdoparvovirus
NC_034495.1	Marituba_virus
NC_034504.1	Marituba_virus
NC_034496.1	Marituba_virus
NC_034444.1	Hom-1_vesivirus
NC_034492.1	Nyando_virus
NC_034491.1	Nyando_virus
NC_034481.1	Nyando_virus
NC_034487.1	Guaroa_virus
NC_034506.1	Guaroa_virus
NC_034486.1	Guaroa_virus
NC_034462.1	Kigluaik_phantom_orthophasmavirus
NC_034469.1	Kigluaik_phantom_orthophasmavirus
NC_034463.1	Kigluaik_phantom_orthophasmavirus
NC_034446.1	Ateline_alphaherpesvirus_1
NC_034499.1	Kaeng_Khoi_virus
NC_034500.1	Kaeng_Khoi_virus
NC_034501.1	Kaeng_Khoi_virus
NC_034440.1	Bat_coronavirus
NC_034479.1	Bwamba_orthobunyavirus
NC_034490.1	Bwamba_orthobunyavirus
NC_034480.1	Bwamba_orthobunyavirus
NC_034459.1	Tai_virus
NC_034461.1	Tai_virus
NC_034457.1	Tai_virus
NC_034467.1	Eothenomys_eleusis_hantavirus_FUGV
NC_034466.1	Eothenomys_eleusis_hantavirus_FUGV
NC_034473.1	Eothenomys_eleusis_hantavirus_FUGV
NC_034454.1	Fukuoka_virus
NC_034447.1	Hart_Park_virus
NC_034460.1	Kibale_virus
NC_034468.1	Kibale_virus
NC_034458.1	Kibale_virus
NC_034485.1	Cao_Bang_orthohantavirus
NC_034474.1	Cao_Bang_orthohantavirus
NC_034484.1	Cao_Bang_orthohantavirus
NC_034449.1	Parry_Creek_virus
NC_034509.1	Hoya_chlorotic_spot_virus
NC_034515.1	Cano_Delgadito_orthohantavirus
NC_034525.1	Cano_Delgadito_orthohantavirus
NC_034528.1	Cano_Delgadito_orthohantavirus
NC_034537.1	La_Joya_virus
NC_034529.1	Sena_Madureira_virus
NC_034544.1	Iriri_virus
NC_034532.1	Dysaphis_plantaginea_densovirus
NC_034535.1	Barur_virus
NC_034546.1	Sweetwater_Branch_virus
NC_034508.1	Morreton_vesiculovirus
NC_034530.1	Marco_virus
NC_034538.1	Joinjakaka_virus
NC_034556.1	Anjozorobe_virus
NC_034563.1	Anjozorobe_virus
NC_034555.1	Anjozorobe_virus
NC_034550.1	Chaco_virus
NC_034553.1	Maporal_virus
NC_034552.1	Maporal_virus
NC_034566.1	Maporal_virus
NC_034548.1	Oita_virus
NC_034539.1	Nkolbisson_virus
NC_034568.1	Picorna-like_virus_AWando15
NC_034514.1	Bipolaris_maydis_partitivirus_1
NC_034524.1	Bipolaris_maydis_partitivirus_1
NC_034517.1	Sangassou_orthohantavirus
NC_034516.1	Sangassou_orthohantavirus
NC_034526.1	Sangassou_orthohantavirus
NC_034531.1	Manitoba_virus
NC_034541.1	Gray_Lodge_virus
NC_034547.1	Bat_cyclovirus_GF-4c
NC_034534.1	Rochambeau_virus
NC_034560.1	Kenkeme_virus
NC_034565.1	Kenkeme_virus
NC_034559.1	Kenkeme_virus
NC_034545.1	Mount_Elgon_bat_virus
NC_034551.1	Colocasia_bobone_disease-associated_virus
NC_034567.1	Goose_astrovirus
NC_034513.1	Carnation_cryptic_virus_3
NC_034523.1	Carnation_cryptic_virus_3
NC_034519.1	Khabarovsk_orthohantavirus
NC_034518.1	Khabarovsk_orthohantavirus
NC_034527.1	Khabarovsk_orthohantavirus
NC_034533.1	Landjia_virus
NC_034542.1	Sripur_virus
NC_034536.1	Itacaiunas_virus
NC_034564.1	Imjin_virus
NC_034557.1	Imjin_virus
NC_034558.1	Imjin_virus
NC_034540.1	Keuraliba_virus
NC_034543.1	Ord_River_virus
NC_003814.1	Subterranean_clover_stunt_C2_alphasatellite
NC_028750.1	Klebsiella_phage_Matisse
NC_027378.1	Escherichia_phage_Seurat
NC_027372.1	Bacillus_phage_Pascal
NC_025448.1	Enterobacteria_phage_RB27
NC_003818.1	Subterranean_clover_stunt_C6_alphasatellite
NC_028857.1	Citrobacter_phage_Merlin
NC_028755.1	Citrobacter_phage_Margaery
NC_027366.1	Bacillus_phage_Mater
NC_028856.1	Bacillus_phage_Stahl
NC_028777.1	Bacillus_phage_Stills
NC_029092.1	Caulobacter_phage_Percy
NC_027297.1	Salmonella_virus_Stitch
NC_027394.1	Bacillus_phage_Pookie
NC_027979.1	Enterobacteria_phage_RB68
NC_026170.1	Sewage-associated_circular_DNA_molecule-1
NC_027992.1	Pseudomonas_phage_JBD25
NC_030950.1	Clostridium_phage_phiCT19406A
NC_029004.1	Clostridium_phage_phiCT453B
NC_029008.1	Bacillus_phage_phi4J1
NC_028247.1	Citrobacter_phage_Michonne
NC_027293.1	Citrobacter_phage_Moogle
NC_027374.1	Bacillus_phage_Moonbeam
NC_025419.1	Escherichia_phage_RB3
NC_028998.1	Phormidium_phage_MIS-PhV1B
NC_029032.1	Phormidium_phage_MIS-PhV1A
NC_030947.1	Clostridium_phage_phiCT19406B
NC_030949.1	Clostridium_phage_phiCTC2A
NC_027986.1	Pseudomonas_phage_JD18
NC_028991.1	Clostridium_phage_phiCT453A
NC_028886.1	Bacillus_phage_phi4B1
NC_032527.1	Beihai_picorna-like_virus_26
NC_026142.1	Sewage-associated_circular_DNA_molecule-2
NC_030951.1	Clostridium_phage_phiCTC2B
NC_034569.1	Castlerea_virus
NC_032475.1	Swagivirus_HG
NC_031461.1	Ceratobasidium_endornavirus_C
NC_034615.1	Zostera_marina_amalgavirus_2
NC_034616.1	Human_papillomavirus_type_85
NC_029997.2	Urbanus_proteus_nucleopolyhedrovirus
NC_034633.1	Wolkberg_virus
NC_034631.1	Wolkberg_virus
NC_034632.1	Wolkberg_virus
NC_034626.1	Bat_mastadenovirus_WIV17
NC_034619.1	Sulfolobus_islandicus_rod-shaped_virus_7
NC_034624.1	Sulfolobus_islandicus_rod-shaped_virus_11
